Monthly Income,Utilities,Food,Transportation,Healthcare,Personal Care,Education,Entertainment,Savings,Others
9404,3132.81,2819.71,1231.52,513.69,643.09,1183.0,489.93,435.51,413.97
4093,1365.45,1030.14,523.92,210.69,245.79,545.19,228.48,208.92,175.77
6713,2098.55,1700.15,749.56,432.07,426.81,892.92,453.52,487.82,281.81
9071,2868.59,2303.1,1200.38,506.03,626.29,1211.37,509.07,400.0,412.65
9967,3406.12,2862.01,1437.34,575.93,680.96,1156.63,581.55,727.4,475.56
8405,2841.65,2158.55,957.04,574.89,528.64,1249.71,472.37,328.22,414.96
2175,688.29,611.44,307.98,133.39,115.96,218.21,151.77,166.78,93.55
7285,2379.99,1939.51,969.82,378.39,502.75,954.7,509.93,162.72,342.63
4704,1425.71,1283.56,478.35,310.43,327.79,674.11,280.62,242.35,225.24
6937,2153.5,1809.05,823.82,382.39,361.2,1002.78,455.74,272.59,310.64
2369,768.25,694.84,297.04,144.64,139.79,322.21,128.88,89.23,116.58
3818,1161.81,1066.4,521.48,229.84,232.76,491.53,219.48,94.55,153.6
4101,1403.23,1218.93,468.98,224.58,212.6,503.88,260.77,249.66,200.97
6785,2279.08,1891.18,1011.89,354.96,364.99,831.0,378.1,295.51,331.96
5490,1906.03,1406.51,736.91,297.7,333.54,665.69,299.17,422.42,227.12
3779,1264.73,977.04,448.34,196.31,261.74,510.14,258.65,237.11,167.77
9674,3357.07,2896.92,1014.33,537.03,489.08,1321.09,530.97,450.55,436.86
3364,1102.47,963.04,366.91,235.3,229.59,422.98,172.19,193.89,148.08
9294,3067.12,2346.4,1155.99,539.44,631.73,1273.66,604.31,222.68,454.99
7528,2626.13,2146.9,939.0,506.47,505.46,951.71,413.03,416.66,354.79
6462,2146.07,1748.67,894.25,394.08,371.89,677.65,381.28,387.52,266.46
5342,1610.82,1417.56,728.16,338.32,319.54,761.67,279.02,140.87,263.17
6739,2265.59,1736.66,741.72,358.02,391.35,967.21,346.18,410.71,272.67
5676,1959.77,1657.36,736.45,315.0,391.37,643.22,336.07,274.95,260.85
4426,1503.86,1120.63,447.16,266.48,267.45,616.64,251.14,215.89,200.17
2072,682.09,548.03,248.49,140.11,106.94,260.16,124.57,131.4,84.38
4962,1655.15,1316.51,685.77,252.36,275.3,526.97,343.94,233.16,233.01
7367,2574.84,1901.02,883.86,443.04,436.43,883.3,428.37,250.93,365.59
2859,870.66,787.4,405.35,145.87,197.47,296.84,177.41,108.35,127.47
5856,1952.17,1467.43,871.42,346.3,359.44,815.88,304.23,376.55,264.33
6138,1928.37,1626.87,800.15,384.1,392.35,674.02,415.66,148.91,269.08
4424,1468.79,1312.52,474.47,287.09,229.03,478.76,292.5,311.67,215.68
3064,1012.29,813.57,364.57,161.69,206.96,338.35,185.21,168.31,150.99
4217,1297.46,1130.25,423.7,224.9,256.31,469.38,226.32,268.28,185.43
6017,1867.3,1646.6,783.03,357.42,411.71,804.46,352.11,244.42,294.28
4259,1410.08,1184.36,600.85,297.96,250.9,561.89,238.28,142.1,179.06
7612,2332.4,2210.79,1000.96,434.8,484.59,810.43,532.01,519.71,339.33
5751,1801.55,1492.48,801.14,336.72,341.71,783.41,344.01,150.29,244.53
4086,1396.44,1199.6,572.02,239.64,215.95,479.91,238.8,122.38,172.59
2368,749.13,681.69,337.56,122.22,131.28,290.96,126.41,87.84,115.01
4804,1558.43,1374.58,544.45,314.58,246.66,510.39,263.17,197.32,226.47
2150,746.17,546.83,308.66,118.38,126.43,291.18,138.1,69.27,87.44
3134,975.79,786.89,415.9,200.81,197.4,372.35,190.23,234.29,149.1
7599,2427.74,2125.45,869.98,452.15,416.99,1000.08,434.36,164.37,347.5
7555,2495.59,2214.8,1128.45,470.19,451.85,916.88,422.63,515.31,361.66
7166,2420.44,2000.91,1057.05,366.04,424.08,734.11,387.07,320.06,329.16
7119,2456.64,1855.65,916.37,482.66,431.9,962.31,360.78,499.52,311.63
7694,2660.38,1958.32,1093.78,422.22,413.1,981.95,535.06,521.33,345.84
4784,1620.97,1363.34,540.95,303.31,290.29,582.27,311.26,130.42,198.14
8136,2533.68,2327.62,982.84,536.65,466.06,895.59,557.78,488.04,350.71
7485,2254.78,1935.82,817.35,455.09,417.07,982.16,436.01,319.66,301.07
6164,1967.48,1549.69,776.7,349.79,380.44,701.22,415.38,426.92,271.6
4346,1334.56,1175.22,542.38,302.3,230.17,527.86,239.57,308.83,177.81
7039,2361.72,1964.84,778.8,391.15,478.74,723.78,423.72,220.62,328.06
6897,2297.09,1967.71,921.72,475.71,473.8,957.56,372.78,336.01,338.82
8439,2550.25,2451.51,893.6,448.32,533.45,881.89,551.97,469.75,400.07
4250,1452.78,1192.24,438.11,245.58,238.27,614.3,254.8,223.74,178.82
2060,643.62,526.42,245.65,108.71,128.79,295.36,125.09,72.32,92.85
7041,2264.47,2000.55,848.38,352.37,436.76,1045.97,473.08,255.94,331.77
5010,1670.32,1499.04,581.1,276.58,289.7,728.56,324.57,358.17,240.77
5901,1897.0,1742.44,666.21,305.34,328.95,876.71,409.09,129.6,252.74
3337,1074.73,979.69,390.22,232.68,178.09,481.74,193.9,119.27,149.4
3184,965.65,844.11,344.41,207.7,173.04,336.31,188.59,106.3,130.68
6426,2056.78,1847.73,772.23,321.78,405.23,783.23,400.38,271.43,303.72
3551,1201.1,1038.86,515.71,193.43,240.47,368.62,209.74,217.2,157.48
6433,2224.27,1826.43,715.49,407.87,371.18,818.7,375.64,334.1,260.0
3629,1163.73,952.71,487.09,210.38,190.3,459.02,206.17,190.3,164.37
3327,1068.56,990.42,356.29,221.7,167.2,486.1,221.7,212.52,159.41
3526,1181.67,960.98,414.99,211.9,204.92,523.56,213.92,242.34,142.61
3673,1275.04,942.09,426.28,231.67,200.73,414.98,228.27,108.69,161.73
3361,1053.18,858.7,493.57,208.18,189.73,433.96,181.77,89.01,150.64
3573,1150.53,1008.93,433.76,224.25,195.92,440.27,196.64,136.04,178.63
4686,1592.3,1274.06,630.38,255.86,296.54,596.7,266.15,326.39,197.69
6370,2105.19,1622.59,828.88,366.06,399.85,806.36,377.79,334.45,306.98
7283,2225.17,2090.35,779.66,371.52,497.04,1061.18,370.55,208.07,301.95
9610,3184.63,2786.58,1412.45,593.44,614.99,1391.59,651.25,286.61,477.04
4366,1350.57,1249.86,512.1,258.4,232.7,463.39,297.21,322.63,188.03
8732,2842.36,2271.31,892.74,569.45,567.86,1023.88,552.16,366.9,361.99
8647,2822.86,2459.97,994.6,468.04,463.7,1190.16,487.01,305.38,378.89
5757,1979.32,1442.34,672.31,338.14,352.17,772.59,332.22,354.77,231.16
4434,1432.73,1176.14,463.96,237.73,228.54,583.34,286.8,317.68,182.19
3993,1253.69,1077.87,523.08,248.68,203.43,597.71,222.51,185.85,179.53
2869,893.83,837.07,336.64,192.11,170.09,335.23,178.39,193.57,141.75
8976,3085.16,2419.21,1179.96,586.21,467.65,1128.84,611.49,411.12,398.98
3014,929.97,755.2,302.42,207.62,169.19,448.96,175.44,185.32,140.46
3911,1256.58,1046.65,583.14,271.56,222.05,527.12,241.47,213.11,184.09
2602,804.95,715.41,282.38,170.28,170.14,344.59,178.42,191.68,105.03
5821,1971.37,1731.46,774.0,324.44,329.78,627.14,330.7,229.95,251.59
7895,2555.76,2345.22,1072.06,429.37,472.8,886.87,514.7,522.85,394.52
2690,854.23,696.83,292.08,158.58,176.07,319.77,175.13,164.19,107.79
2493,792.91,646.33,263.22,174.21,134.87,307.24,170.94,175.33,111.44
2489,852.76,642.58,267.89,144.99,164.52,310.78,167.19,140.51,120.4
8864,2904.63,2565.65,995.79,478.49,590.66,1286.23,575.95,422.0,380.12
9240,3103.65,2312.78,1001.72,636.51,644.74,973.53,579.63,212.22,461.69
4556,1571.15,1167.97,609.14,262.96,268.26,512.17,249.78,320.66,204.39
6485,2237.89,1795.68,784.96,413.86,372.32,695.07,411.23,483.76,318.67
9786,3096.54,2567.63,1241.74,643.56,626.7,1338.39,543.41,459.74,443.14
2294,797.45,584.09,234.83,153.38,117.37,340.73,134.89,76.47,100.88
7488,2255.71,2006.74,1071.25,497.39,380.35,1083.5,480.68,440.51,352.69
6027,1921.66,1589.38,654.1,402.15,341.73,820.67,382.7,164.55,298.84
4843,1669.82,1334.51,571.51,306.82,312.81,489.51,281.01,108.73,211.93
4912,1541.05,1468.5,508.86,285.27,257.04,576.43,263.55,183.74,238.97
3717,1165.85,952.35,397.12,235.46,233.1,532.2,221.84,225.97,173.2
4596,1448.34,1234.65,612.6,306.71,254.57,609.68,254.62,316.44,201.24
6744,2229.67,2000.27,907.94,384.49,425.1,745.08,371.65,198.35,273.5
3873,1246.78,1138.06,518.39,216.62,229.05,477.64,218.96,297.33,166.98
6663,2241.01,1797.1,850.24,378.95,348.5,695.59,427.26,353.97,321.91
5258,1812.67,1498.25,776.22,320.87,288.9,662.72,315.19,397.06,215.32
8996,3002.05,2288.52,1127.73,459.24,489.33,1304.88,516.94,260.77,411.31
4817,1494.35,1375.87,589.94,315.9,256.71,491.03,327.61,228.7,217.34
2444,847.17,729.88,274.65,128.99,145.09,319.42,156.75,112.05,113.93
5641,1766.9,1561.85,591.98,297.04,389.76,629.85,337.86,252.16,278.61
6458,1985.8,1775.46,822.8,348.43,407.9,965.6,377.31,489.82,306.87
8266,2516.98,2143.92,956.74,508.68,551.51,853.51,548.68,586.59,372.85
7307,2397.93,2058.3,922.15,407.08,508.73,956.23,390.62,494.37,352.95
2741,837.89,766.17,302.35,157.23,166.69,309.24,173.46,101.88,128.87
4041,1240.34,1141.97,573.45,277.35,221.29,582.4,203.75,163.02,197.83
2679,843.89,673.24,401.81,179.34,183.66,284.23,134.32,95.26,126.57
4467,1403.01,1239.31,518.71,299.48,285.8,542.57,306.6,302.01,212.32
5697,1881.22,1593.72,809.64,350.67,394.11,622.5,343.41,248.22,232.67
9419,3210.35,2452.49,1353.03,634.17,593.59,1318.4,530.31,741.48,377.12
7738,2615.97,2015.1,1159.18,507.39,506.86,909.77,509.89,323.9,383.47
7668,2401.04,2022.9,898.2,529.59,519.99,838.39,534.43,231.48,326.05
3358,1048.59,959.0,462.74,172.22,218.89,457.68,170.21,254.51,139.86
8235,2868.16,2308.38,917.71,416.48,504.42,1159.99,418.0,551.44,342.47
9697,2913.09,2834.32,1272.63,518.8,576.37,1193.89,650.63,533.28,459.43
2062,709.3,545.98,278.87,141.42,137.06,245.26,126.06,147.45,83.44
9829,3046.86,2905.49,1347.12,610.49,643.21,1293.57,664.98,756.51,458.13
4559,1583.63,1309.28,503.12,266.8,261.36,604.39,291.29,326.8,208.41
7258,2301.62,1957.85,1033.8,437.33,435.24,965.58,431.21,539.06,301.01
5769,1857.72,1469.73,698.33,384.17,361.72,656.44,307.07,209.27,238.57
9352,3136.25,2458.17,1036.37,641.38,472.91,1375.35,540.52,473.69,386.49
7324,2412.4,2181.37,931.07,473.09,402.46,810.56,481.5,495.96,311.97
8915,2816.22,2367.09,1276.34,581.23,490.36,1058.28,487.46,459.67,413.82
9381,3074.07,2499.99,1391.71,529.16,634.76,1071.17,602.7,548.89,394.65
6351,2137.34,1647.95,872.69,376.87,359.66,930.78,348.97,478.68,295.96
2134,644.72,619.59,214.0,144.48,129.97,301.79,126.48,80.5,106.1
5644,1696.36,1488.79,602.41,370.92,376.07,793.34,291.84,295.54,274.42
6970,2250.64,1857.59,723.58,443.89,384.7,698.64,411.93,375.07,334.43
6917,2120.7,1872.55,726.7,354.88,362.97,928.92,430.61,287.56,342.33
4135,1377.85,1123.42,492.69,210.02,285.18,461.11,253.34,174.07,190.73
9131,2837.03,2470.55,1067.64,480.37,585.24,1354.92,530.78,603.95,435.44
5278,1697.63,1452.44,557.8,325.27,282.59,667.87,302.93,399.92,251.97
9296,2880.68,2702.59,1339.66,564.53,617.2,1192.07,516.0,539.39,462.43
2822,923.99,821.1,369.04,194.31,185.53,332.5,184.4,139.06,131.14
5074,1551.64,1471.03,709.46,324.2,338.69,643.57,333.12,329.92,216.81
7069,2128.87,1802.99,838.22,395.01,392.5,971.89,421.74,564.59,296.59
4981,1507.03,1444.41,600.27,265.14,293.74,638.05,287.16,124.25,214.52
7873,2737.54,2015.59,912.33,527.42,502.88,1039.73,494.02,465.25,374.89
2120,651.08,543.22,258.47,125.49,122.56,262.08,129.65,113.14,98.72
9552,3203.97,2840.7,1246.72,602.44,490.97,1297.35,605.07,540.78,403.02
3637,1103.45,1058.26,453.35,222.96,191.78,527.28,204.11,77.72,176.75
9205,2811.28,2555.5,1306.15,480.03,570.18,944.0,605.39,711.92,458.53
7460,2427.81,2191.36,1081.75,381.51,428.98,786.02,420.26,187.42,354.89
7103,2296.0,2127.12,877.11,408.71,355.91,953.79,414.63,273.1,288.53
2924,1016.32,820.28,327.45,167.34,191.05,347.62,153.94,110.81,135.31
2644,918.11,742.03,389.35,167.83,154.24,301.63,177.43,169.18,130.55
4032,1366.77,1160.09,551.38,252.58,226.9,439.2,253.55,242.95,173.9
4761,1571.63,1245.51,628.48,330.31,305.99,612.42,260.45,112.85,218.31
9003,2905.7,2325.98,1235.85,604.66,532.1,1056.74,603.51,260.93,380.56
4068,1292.85,1171.5,422.25,243.8,259.93,510.12,260.74,159.17,198.55
2241,778.42,598.9,231.68,134.46,112.64,331.51,131.87,139.49,109.14
8598,2838.59,2207.57,925.63,545.82,431.52,1185.78,600.11,651.33,375.26
9106,2995.45,2419.86,977.73,476.08,557.27,1273.0,516.71,354.48,396.08
4668,1454.53,1250.71,564.98,326.75,325.1,495.79,242.69,240.56,186.72
8446,2553.52,2519.12,911.07,509.94,468.31,981.84,546.2,357.74,364.65
7715,2679.11,2197.99,1101.13,526.15,491.12,812.48,502.56,421.56,368.89
9762,3081.73,2699.61,1258.37,676.97,521.73,1448.94,499.61,563.06,393.27
2802,902.61,836.24,331.79,172.7,157.56,375.77,186.02,143.18,117.76
7059,2158.16,2083.51,730.47,367.54,363.97,712.69,462.5,305.95,333.91
6164,2107.14,1698.8,798.55,378.88,416.78,762.95,422.8,448.66,286.5
7248,2184.41,2140.22,767.03,449.03,407.4,820.3,379.58,493.7,361.43
2195,750.03,593.12,301.07,144.4,119.87,278.76,136.13,175.39,96.37
4187,1285.47,1094.99,586.76,213.39,270.53,456.1,227.72,187.42,173.06
5515,1898.97,1442.91,701.5,327.18,297.75,567.18,319.81,123.12,257.26
4330,1457.0,1225.89,465.39,296.41,237.31,502.97,239.46,255.83,176.62
4359,1343.59,1198.96,607.4,304.37,226.98,500.31,257.12,292.08,179.45
6841,2245.84,1935.64,789.39,368.23,473.79,929.34,357.49,521.33,312.49
5606,1769.44,1593.81,623.01,377.91,308.07,693.62,314.33,115.61,250.7
7784,2404.57,1954.69,961.54,411.97,544.2,891.78,400.24,566.48,331.88
2276,780.57,575.15,332.6,152.09,121.82,292.51,136.19,116.09,101.92
2060,659.56,569.87,236.63,114.42,103.85,213.35,115.22,87.53,100.29
5390,1724.41,1398.98,783.05,372.95,366.06,717.5,333.14,179.57,254.68
3913,1207.14,1102.01,401.8,250.08,241.04,420.12,231.37,269.4,174.32
8195,2615.46,2275.01,853.72,475.16,467.35,934.11,449.72,342.75,353.31
5927,2036.4,1655.34,799.72,329.66,357.2,676.31,308.55,333.53,271.59
8296,2639.43,2199.46,908.66,453.83,458.06,1022.84,539.79,420.61,332.08
7868,2734.76,2218.71,911.36,500.53,493.29,1161.77,493.03,281.59,372.4
7430,2580.55,2165.66,793.66,504.61,463.11,863.61,376.39,499.79,356.82
7933,2437.37,2379.13,925.09,516.43,409.37,904.89,553.62,300.58,326.98
4591,1418.0,1340.21,523.48,306.2,313.17,497.85,288.54,308.69,202.12
2566,880.48,713.03,351.07,168.4,151.93,306.89,138.93,114.37,106.36
5935,1897.05,1541.15,801.83,412.97,319.91,647.52,396.52,129.41,293.71
9556,2868.89,2714.59,1411.86,622.63,536.55,1021.43,646.39,631.13,461.17
3571,1120.2,1060.17,486.45,193.56,240.42,510.18,219.52,264.1,143.56
6717,2215.81,1750.41,905.05,442.19,387.33,689.38,454.82,182.62,333.86
8121,2760.84,2134.2,1093.98,458.36,497.32,1100.73,410.79,447.58,336.36
3200,981.34,823.84,461.27,223.73,220.65,352.41,220.49,77.78,130.69
9529,2911.37,2733.26,1094.04,548.24,600.65,958.48,487.35,665.06,384.27
6409,2218.18,1732.53,737.06,357.98,407.06,895.7,402.79,508.09,307.03
4854,1638.5,1228.72,665.29,265.92,266.83,655.84,276.28,241.24,239.07
4895,1612.85,1437.89,545.48,309.22,310.18,571.32,248.6,189.94,200.48
8240,2788.9,2289.76,1199.75,430.0,476.9,856.69,565.15,582.94,410.62
9024,2900.7,2405.39,1143.69,623.3,615.62,1065.14,475.63,462.45,389.46
3236,1093.52,864.66,372.16,180.85,170.18,352.94,217.05,151.9,151.41
8972,2858.39,2373.21,1245.36,501.61,499.86,1315.52,507.88,302.07,447.37
2136,666.87,582.65,246.96,108.77,109.62,270.16,138.46,121.67,85.62
3029,1019.11,808.29,448.79,166.35,174.53,448.87,166.85,170.77,137.72
9154,2938.28,2539.3,1365.31,534.41,484.86,1076.2,564.52,327.44,426.21
4156,1450.73,1199.74,554.16,238.52,278.05,531.23,274.26,135.84,181.67
4594,1458.48,1303.42,485.5,254.79,314.69,503.07,281.72,212.77,188.81
9206,3186.07,2437.04,1041.76,467.8,583.55,1292.72,516.74,433.13,425.42
2661,922.43,735.6,334.68,149.05,138.55,271.57,145.47,73.72,107.69
4472,1395.68,1305.85,637.58,293.21,254.16,602.74,239.23,163.51,220.18
4677,1589.76,1185.2,510.94,274.89,324.07,559.29,312.31,138.54,208.69
4308,1385.68,1093.87,453.29,240.45,227.14,555.39,268.04,319.17,211.53
9593,3317.99,2665.02,995.02,538.13,586.42,1243.38,577.24,234.65,463.97
2086,672.75,588.16,261.48,127.43,119.02,282.74,114.71,151.71,83.52
4512,1521.51,1175.69,650.79,252.88,315.76,497.28,264.74,233.15,201.2
8219,2657.6,2361.0,839.31,514.64,457.86,1040.27,512.88,492.48,401.73
8614,2682.31,2431.85,952.85,601.16,438.93,1045.28,443.08,649.45,376.62
8557,2652.39,2534.28,1152.31,434.9,548.02,976.43,489.58,358.74,369.94
8968,2881.16,2317.76,1267.12,478.66,507.0,1119.08,491.36,557.42,420.2
4942,1669.28,1421.16,693.71,264.8,312.1,729.44,311.0,298.01,232.52
4773,1576.3,1213.21,664.66,281.33,248.64,703.75,296.52,378.5,221.62
4504,1506.28,1253.3,479.63,228.93,272.32,513.19,252.17,102.52,196.53
7404,2325.72,2055.31,887.46,440.91,425.76,1067.73,376.36,350.4,300.87
5310,1720.82,1430.62,792.45,364.15,322.5,763.78,284.91,421.47,261.41
3700,1118.21,1081.25,552.94,185.86,248.16,416.17,196.84,146.79,159.74
5670,1932.77,1418.74,737.79,324.88,393.81,736.8,347.96,441.92,271.91
4700,1642.62,1297.24,636.68,306.52,305.79,674.43,250.91,324.31,204.53
8815,2823.83,2299.46,1300.78,467.99,575.95,1108.48,525.79,355.77,396.21
5629,1691.79,1616.51,689.53,290.18,341.0,666.97,350.63,122.41,246.19
9539,2942.68,2405.29,1019.18,597.29,495.53,1264.29,644.75,351.23,389.32
6590,2192.01,1921.5,879.42,330.81,417.42,715.81,361.79,180.72,285.31
3647,1205.71,1064.58,539.77,240.83,193.13,394.19,195.91,166.7,180.73
8038,2728.04,2344.23,1084.01,412.65,441.39,1138.44,429.75,613.87,330.39
7164,2240.14,1845.65,1004.15,433.33,459.58,731.4,409.84,363.62,326.38
7520,2543.13,2117.03,910.95,487.32,474.81,1054.16,473.64,352.32,373.62
5318,1778.33,1333.32,557.45,291.64,299.33,609.04,337.36,175.2,213.81
5687,1797.89,1662.87,616.72,296.13,372.16,706.08,308.34,325.79,231.41
2596,849.6,742.84,387.15,138.92,178.57,330.15,136.61,122.85,127.44
6545,2011.7,1810.07,815.89,439.13,398.62,905.52,385.98,434.35,309.94
2484,801.41,711.74,249.89,159.26,157.87,358.18,131.21,126.6,112.91
2645,910.04,673.72,390.85,142.73,146.63,370.86,175.25,193.6,119.99
8763,2813.45,2422.38,1094.4,563.66,608.29,1127.07,452.85,586.95,435.95
5089,1740.33,1346.37,721.69,326.57,282.31,597.45,331.0,146.07,204.63
7725,2545.49,2306.92,984.34,540.4,523.35,975.88,392.84,217.54,329.89
6757,2091.93,1978.83,710.06,390.76,463.24,685.84,446.91,145.01,291.69
6853,2255.02,1964.51,896.22,461.19,441.28,769.24,428.61,288.79,282.31
6384,2076.71,1894.05,956.77,376.2,422.82,755.28,360.36,148.6,278.17
9581,3065.27,2561.41,974.74,651.08,566.78,1111.28,556.76,450.28,418.73
2720,832.27,802.52,386.48,140.98,186.02,284.94,172.64,93.79,134.88
6733,2160.18,1792.74,752.57,360.26,436.65,690.39,361.65,335.94,299.08
8378,2543.88,2401.47,1002.79,561.32,473.65,1014.04,568.08,247.14,413.44
8559,2609.97,2454.9,1015.4,568.2,433.93,887.91,510.61,453.21,411.69
9081,2913.15,2278.58,1316.2,509.52,552.27,1038.05,592.11,708.19,430.15
2498,787.54,669.6,312.81,154.72,166.9,309.11,150.21,145.47,108.18
9117,3157.01,2288.11,1115.54,525.63,612.78,1007.41,538.32,491.07,403.61
6729,2145.11,2017.72,948.12,337.84,448.84,699.66,399.65,452.75,272.16
3673,1241.08,940.69,376.28,185.57,199.43,446.66,210.33,74.69,160.78
8126,2653.24,2252.04,847.73,415.12,475.56,994.82,525.39,300.24,395.77
5067,1698.48,1467.04,512.19,313.55,315.56,738.67,339.1,401.4,242.27
2114,661.69,549.77,284.12,117.51,133.92,224.91,141.82,141.55,101.65
4979,1728.19,1365.5,628.75,263.28,282.27,651.0,261.01,126.55,210.19
6769,2210.11,1897.83,973.39,465.86,432.22,785.1,441.52,267.97,284.98
3736,1276.09,963.93,466.73,195.86,230.95,396.69,201.74,173.32,174.22
7353,2340.11,2124.49,816.85,466.77,451.0,879.84,369.44,559.38,342.01
5611,1711.41,1486.73,786.98,380.89,354.95,681.16,311.46,309.57,235.4
9178,3062.57,2391.34,1052.87,488.97,569.65,1084.64,512.66,226.09,433.17
4253,1277.55,1181.97,624.27,230.91,226.84,588.13,281.53,214.97,186.12
9846,3187.79,2663.5,1107.88,605.3,664.49,1397.74,638.49,367.88,481.15
4294,1329.59,1271.09,465.41,258.37,235.36,461.33,221.97,173.14,187.41
5630,1865.61,1655.24,701.87,340.17,365.33,610.27,318.2,151.2,238.15
8901,3106.19,2440.37,912.58,543.79,476.46,1077.56,489.79,423.02,373.47
9294,3004.01,2490.45,946.32,641.27,587.56,1078.19,575.38,559.21,455.24
2146,731.52,571.43,267.82,109.61,145.74,302.54,130.54,140.72,104.3
8261,2688.04,2175.77,914.95,538.69,414.65,1237.83,525.22,509.9,365.62
5982,1942.91,1658.37,601.0,326.92,416.31,652.37,408.06,356.71,253.68
5453,1889.58,1582.73,626.02,313.4,275.89,753.21,318.57,393.45,233.64
6507,2241.65,1727.85,806.01,336.97,326.83,848.27,410.71,259.9,285.33
7783,2640.69,2019.73,931.74,458.52,522.64,1029.08,532.1,255.87,314.77
9751,3069.74,2669.57,1041.15,644.39,625.76,1104.03,593.19,247.35,396.6
4410,1443.17,1117.72,568.82,229.21,229.83,462.43,247.69,132.05,217.3
7628,2373.79,2174.47,1033.72,423.45,524.41,970.0,442.87,220.93,363.56
2136,688.21,589.36,285.75,122.74,135.5,279.12,139.04,159.67,102.83
9342,3028.78,2567.36,1118.13,486.51,487.85,1384.04,601.63,288.02,418.39
5360,1830.88,1420.52,572.88,349.72,360.25,716.96,348.23,137.41,233.96
5005,1725.73,1477.64,625.5,329.02,298.39,611.53,324.65,220.3,204.8
5552,1780.7,1413.12,802.38,370.42,308.48,831.13,379.81,167.54,253.06
2018,607.19,592.27,249.09,124.47,134.2,239.46,131.74,56.17,95.72
4242,1455.38,1140.4,465.7,255.13,274.75,458.68,284.68,177.08,177.99
8473,2615.73,2491.33,886.72,468.14,529.23,1109.11,520.87,636.86,371.89
8055,2666.96,2307.26,1185.67,508.3,547.5,912.73,506.53,175.81,396.9
8318,2505.79,2122.82,1140.82,489.86,559.18,1215.34,576.89,270.03,402.9
7097,2270.86,2069.32,820.76,492.64,387.04,861.53,478.38,492.91,340.53
2448,855.08,695.5,280.95,169.8,165.42,263.11,160.46,84.98,98.89
3948,1204.28,993.38,571.52,268.87,226.93,422.76,251.53,183.45,164.46
2945,945.89,755.94,320.65,168.46,172.68,390.16,168.37,76.31,126.81
7473,2356.67,2105.75,947.22,428.65,518.97,884.02,455.57,506.0,321.61
7618,2630.15,2156.88,1033.57,510.81,496.67,900.34,389.3,488.98,314.54
6236,2141.86,1791.81,747.19,402.74,351.9,814.52,363.7,172.64,267.49
8901,2776.09,2545.8,907.86,570.44,560.39,988.68,464.97,684.29,394.15
3920,1191.91,1109.27,436.64,217.92,238.28,420.5,253.13,217.31,158.73
4977,1649.16,1434.93,722.11,331.8,260.46,661.26,337.67,337.89,219.15
6188,1960.47,1724.93,780.65,381.11,419.27,620.42,330.94,407.34,278.25
6015,2006.63,1582.18,846.74,354.51,399.62,874.39,330.31,307.63,243.06
2238,674.99,661.59,285.98,150.64,146.71,244.27,150.26,145.13,104.61
2204,675.9,553.01,324.38,127.58,134.85,269.75,136.02,75.53,89.92
4607,1540.21,1236.19,670.12,290.6,250.7,509.41,284.56,98.02,214.13
7552,2345.79,2163.22,937.54,447.97,511.1,837.6,462.62,306.04,377.15
6340,2173.86,1720.41,734.89,392.16,361.76,898.7,344.68,184.81,257.44
6927,2098.39,1740.35,901.09,351.97,349.14,895.33,380.06,546.3,295.93
5388,1674.45,1364.78,720.61,319.09,375.2,622.7,371.73,406.35,222.49
4972,1739.84,1404.25,621.09,303.94,334.23,559.62,320.54,142.44,217.24
6390,2055.37,1905.77,901.72,382.47,399.08,707.01,331.06,259.69,308.97
4687,1570.84,1301.08,511.66,313.79,235.51,598.63,255.25,236.97,231.04
6951,2148.78,1913.87,811.32,390.8,379.21,949.09,434.73,305.31,336.41
9449,3122.83,2512.64,1269.18,639.52,557.88,1064.68,526.02,585.85,443.26
8160,2744.25,2144.73,916.65,473.84,510.5,951.58,449.08,409.72,384.92
6166,1946.75,1547.97,752.2,393.95,395.63,838.69,333.25,332.44,254.07
7388,2522.59,1947.83,1094.8,382.21,485.88,1011.15,396.84,448.14,313.89
3348,1105.41,912.18,439.57,180.8,204.61,369.51,208.47,71.71,146.1
9961,3182.1,2588.84,1468.78,649.69,628.77,1186.46,678.51,206.65,403.43
6400,2098.45,1627.95,871.18,321.58,423.84,918.39,366.22,196.4,308.59
9618,3162.76,2749.66,1310.29,667.21,619.37,1317.76,504.27,606.88,409.31
7126,2196.78,2100.25,923.48,383.47,492.38,770.5,374.02,245.31,288.77
7433,2379.58,2206.4,796.15,505.64,501.67,886.74,510.45,559.04,302.75
2816,893.16,791.01,354.78,169.86,150.34,418.64,170.58,69.58,139.94
7222,2311.37,1824.56,813.44,442.65,497.95,911.91,428.45,395.73,354.74
2820,953.32,809.46,422.81,145.75,152.52,383.43,191.24,60.72,139.84
2192,710.49,560.07,248.46,125.61,153.06,229.29,131.83,171.69,108.65
3776,1310.33,1070.45,421.15,200.6,241.76,534.78,225.09,123.93,181.23
5645,1776.39,1631.23,740.59,341.63,353.1,735.2,386.87,311.93,241.38
6624,2124.88,1896.41,831.63,404.16,374.17,720.56,394.06,511.26,286.47
8314,2821.34,2474.2,840.28,533.7,437.83,989.45,480.71,181.43,365.98
9704,3176.13,2784.15,1033.25,655.66,509.69,1010.68,598.09,492.61,464.34
2250,736.54,640.49,316.24,133.57,151.5,312.41,156.48,116.11,110.85
3788,1146.5,996.57,470.41,207.08,222.16,519.88,262.42,155.65,168.2
